30000080,1,1,79,2,2,3,0,6,55,18,1437,655,1175,620,905,462
30000081,1,1,29,2,1,1,0,1,10,18,1437,1175,287,655,349,1146
30000082,1,1,45,1,1,1,0,11,5,483,1437,439,189,653,1513,1574
30000083,1,1,32,2,2,3,0,1,10,19,620,673,1437,1491,1162,1070
30000084,1,1,61,1,4,1,0,1,10,18,673,1437,1175,620,905,176
30000086,1,1,78,2,2,2,0,1,10,1437,535,370,907,655,179,620
30000002,1,1,76,1,1,1,0,1,10,1437,495,923,907,195,1164,1100
30000005,1,1,0.83,2,2,2,5,6,56,673,373,374,367,200,662,174
30000006,1,1,60,1,2,1,0,1,10,1437,619,1222,1225,1082,259,1087
30000007,1,1,75,1,1,1,0,1,10,18,1437,619,673,907,443,643
30000010,1,1,48,2,2,3,0,1,10,1437,673,619,169,190,191,1373
30000011,4,1,30,1,1,1,0,3,63,1328,1263,1437,219,240,241,251
30000019,1,1,65,2,1,4,0,1,10,1437,673,619,622,907,177,1525
30000021,1,1,60,2,3,2,0,1,10,1437,673,619,204,317,1181,1577
30000029,1,1,75,1,2,2,0,1,16,18,673,620,654,733,1155,907
30000035,4,1,33,1,1,1,0,3,63,1252,1437,619,673,1526,1218,119
30000037,1,1,52,1,2,2,0,1,18,620,1238,1202,49,439,312,688
30000038,1,1,70,2,1,1,0,1,16,18,620,673,907,49,1608,1535
30000041,1,1,49,1,5,4,7,6,55,18,1437,655,620,154,370,624
30000043,1,1,55,1,1,1,0,1,10,18,1437,868,566,179,1514,1504
30000049,1,1,57,2,1,1,0,6,55,1437,655,620,1175,17,200,662
30000056,1,1,48,1,1,1,12,6,55,18,1437,1175,905,655,630,620
30000057,1,1,93,1,2,1,2,6,55,18,1437,733,905,1175,788,1136
30000068,1,1,67,1,1,1,1,1,10,18,1437,655,620,370,1175,1139
30000072,1,1,29,1,2,2,0,21,51,640,1437,414,658,190,328,329
30000075,1,1,57,1,1,1,0,1,8,107,1437,775,573,495,593,796
30000077,1,1,88,2,1,1,0,6,55,1437,655,370,654,200,907,177
